Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
changeToLiabilities,1093025.0,166485.0,205944.0,B4P.AX
totalCashflowsFromInvestingActivities,-228540.0,-427838.0,-427838.0,B4P.AX
netBorrowings,26456056.0,350000.0,350000.0,B4P.AX
totalCashFromFinancingActivities,30433294.0,2091070.0,1200.0,B4P.AX
changeToOperatingActivities,-1678022.0,-283712.0,-283712.0,B4P.AX
issuanceOfStock,4591176.0,1782960.0,1200.0,B4P.AX
netIncome,-18767172.0,-649987.0,-205944.0,B4P.AX
changeInCash,9185992.0,825693.0,1200.0,B4P.AX
totalCashFromOperatingActivities,-21018762.0,-837539.0,-837539.0,B4P.AX
depreciation,47557.0,12302.0,12302.0,B4P.AX
changeToAccountReceivables,-8922302.0,-149497.0,-149497.0,B4P.AX
otherCashflowsFromFinancingActivities,-613938.0,-41890.0,-41890.0,B4P.AX
changeToNetincome,7073366.0,346.0,346.0,B4P.AX
capitalExpenditures,-208104.0,-25604.0,-25604.0,B4P.AX
otherCashflowsFromInvestingActivities,,-4345.0,-4345.0,B4P.AX
