Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,B4P.AX
effectOfAccountingCharges,,,,B4P.AX
incomeBeforeTax,-18767172,-638467,-205944,B4P.AX
minorityInterest,,,,B4P.AX
netIncome,-18767172,-649987,-205944,B4P.AX
sellingGeneralAdministrative,7500404,602639,205524,B4P.AX
grossProfit,-2323986,-275059,0,B4P.AX
ebit,0,0,0,B4P.AX
operatingIncome,-10725747,-724967,-205944,B4P.AX
otherOperatingExpenses,719014,-231557,420,B4P.AX
interestExpense,,,,B4P.AX
extraordinaryItems,,,,B4P.AX
nonRecurring,,,,B4P.AX
otherItems,,,,B4P.AX
incomeTaxExpense,0,11520,0,B4P.AX
totalRevenue,-743633,-57345,0,B4P.AX
totalOperatingExpenses,9982114,667622,205944,B4P.AX
costOfRevenue,1580353,217714,0,B4P.AX
totalOtherIncomeExpenseNet,-8041425,86500,0,B4P.AX
discontinuedOperations,,,,B4P.AX
netIncomeFromContinuingOps,-18767172,-649987,-205944,B4P.AX
netIncomeApplicableToCommonShares,-18767172,-649987,-205944,B4P.AX
