Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
totalLiab,539145000.0,,,29M.AX
totalStockholderEquity,717423000.0,,,29M.AX
otherCurrentLiab,57636000.0,,,29M.AX
totalAssets,1256568000.0,,,29M.AX
commonStock,452844000.0,,,29M.AX
otherCurrentAssets,2766000.0,,,29M.AX
retainedEarnings,265236000.0,,,29M.AX
otherLiab,155614000.0,,,29M.AX
treasuryStock,-657000.0,,,29M.AX
otherAssets,123798000.0,,,29M.AX
cash,150173000.0,,,29M.AX
totalCurrentLiabilities,175263000.0,,,29M.AX
deferredLongTermAssetCharges,117700000.0,,,29M.AX
shortLongTermDebt,10200000.0,,,29M.AX
otherStockholderEquity,-657000.0,,,29M.AX
propertyPlantEquipment,900531000.0,,,29M.AX
totalCurrentAssets,232239000.0,,,29M.AX
netTangibleAssets,717423000.0,,,29M.AX
netReceivables,33359000.0,,,29M.AX
longTermDebt,191763000.0,,,29M.AX
inventory,41234000.0,,,29M.AX
accountsPayable,78231000.0,,,29M.AX
