Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
researchDevelopment,,,,29M.AX
effectOfAccountingCharges,,,,29M.AX
incomeBeforeTax,46239000,116766000,32680000,29M.AX
minorityInterest,,,,29M.AX
netIncome,33194000,81744000,18101000,29M.AX
sellingGeneralAdministrative,19458000,19162000,18721000,29M.AX
grossProfit,67376000,157747000,96351000,29M.AX
ebit,47918000,138585000,77630000,29M.AX
operatingIncome,47918000,138585000,77630000,29M.AX
otherOperatingExpenses,,,,29M.AX
interestExpense,-21715000,-15498000,-20220000,29M.AX
extraordinaryItems,,,,29M.AX
nonRecurring,,,,29M.AX
otherItems,,,,29M.AX
incomeTaxExpense,13045000,35022000,14579000,29M.AX
totalRevenue,625114000,657170000,524906000,29M.AX
totalOperatingExpenses,577196000,518585000,447276000,29M.AX
costOfRevenue,557738000,499423000,428555000,29M.AX
totalOtherIncomeExpenseNet,-1679000,-21819000,-44950000,29M.AX
discontinuedOperations,,,,29M.AX
netIncomeFromContinuingOps,33194000,81744000,18101000,29M.AX
netIncomeApplicableToCommonShares,33194000,81744000,18101000,29M.AX
