Breakdown,Value,ticker
zip,5095,CDA.AX
sector,Technology,CDA.AX
compensationRisk,2,CDA.AX
auditRisk,1,CDA.AX
longBusinessSummary,"Codan Limited develops technology solutions for United Nations organizations, mining companies, security and military groups, government departments, individuals, and small-scale miners. The company operates through Communications Equipment and Metal Detection segments. The Communications segment designs, develops, manufactures, and markets communication equipment that consists MIMO MESH; DTC radio solutions for the wireless transmission of video and other data applications; and Zetron communications solutions. The Metal Detection segment designs, develops, manufactures, and markets metal detection equipment, such as handheld metal detecting technologies for recreational, gold mining, demining, and military markets. The company sells its products through a network of dealers, distributors, and agents in Australia, Canada, Denmark, the United Kingdom, the United States, Brazil, Ireland, Mexico, Singapore, the United Arab Emirates, and internationally. Codan Limited was founded in 1959 and is headquartered in Mawson Lakes, Australia.",CDA.AX
city,Mawson Lakes,CDA.AX
phone,61 8 8305 0311,CDA.AX
state,SA,CDA.AX
shareHolderRightsRisk,1,CDA.AX
compensationAsOfEpochDate,1640908800,CDA.AX
governanceEpochDate,1643673600,CDA.AX
boardRisk,9,CDA.AX
country,Australia,CDA.AX
website,https://www.codan.com.au,CDA.AX
maxAge,86400,CDA.AX
overallRisk,6,CDA.AX
address1,Technology Park,CDA.AX
fax,61 8 8305 0411,CDA.AX
industry,Scientific & Technical Instruments,CDA.AX
address2,2 Second Avenue,CDA.AX
