Breakdown,Value,ticker
zip,2000,GGX.AX
sector,Energy,GGX.AX
longBusinessSummary,"Gas2Grid Limited, together with subsidiaries, operates as the petroleum exploration company in Australia, the Philippines, and France. It holds a 100% interest in the Service Contract 44 covering an area of approximately 750 square kilometers located on Cebu Island, the Philippines; and St Griede license located in onshore Aquitaine Basin, France. Gas2Grid Limited was incorporated in 2004 and is headquartered in Sydney, Australia.",GGX.AX
city,Sydney,GGX.AX
phone,61 2 9241 1927,GGX.AX
state,NSW,GGX.AX
compensationAsOfEpochDate,1640908800,GGX.AX
country,Australia,GGX.AX
website,https://www.gas2grid.com,GGX.AX
maxAge,86400,GGX.AX
address1,58 Pitt Street,GGX.AX
fax,61 2 9241 1927,GGX.AX
industry,Oil & Gas E&P,GGX.AX
address2,Suite 22 Level 5,GGX.AX
