Breakdown,Value,ticker
zip,6021,HOR.AX
sector,Basic Materials,HOR.AX
longBusinessSummary,"Horseshoe Metals Limited engages in the exploration and development of mineral properties in Australia. The company explores for copper and gold deposits. It owns 100% interests in the Horseshoe Lights project that comprises seven tenements located in Meekatharra; and the Kumarina project that consists of a small mining lease and a mining lease covering approximately 3.2 square kilometers located in the Gascoyne region of Western Australia. The company also owns 50% interest in the Mt Gunson copper project; and 100% interest in the Glenloth gold project located in South Australia. Horseshoe Metals Limited was incorporated in 2006 and is based in Balcatta, Australia.",HOR.AX
city,Balcatta,HOR.AX
phone,61 8 6241 1844,HOR.AX
state,WA,HOR.AX
country,Australia,HOR.AX
website,https://www.horseshoemetals.com.au,HOR.AX
maxAge,86400,HOR.AX
address1,24 Mumford Place,HOR.AX
fax,61 8 6241 1811,HOR.AX
industry,Other Industrial Metals & Mining,HOR.AX
