Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,WC1.AX
effectOfAccountingCharges,,,,WC1.AX
incomeBeforeTax,-504153,46128,60200,WC1.AX
minorityInterest,,,,WC1.AX
netIncome,-504153,32897,49227,WC1.AX
sellingGeneralAdministrative,65051,51726,14220,WC1.AX
grossProfit,20000,99957,74530,WC1.AX
ebit,-491753,46248,60310,WC1.AX
operatingIncome,-491753,46248,60310,WC1.AX
otherOperatingExpenses,4798,4798,4798,WC1.AX
interestExpense,,,,WC1.AX
extraordinaryItems,,,,WC1.AX
nonRecurring,,,,WC1.AX
otherItems,,,,WC1.AX
incomeTaxExpense,0,13231,10973,WC1.AX
totalRevenue,20000,100000,75000,WC1.AX
totalOperatingExpenses,511753,53752,14690,WC1.AX
costOfRevenue,0,43,470,WC1.AX
totalOtherIncomeExpenseNet,-12400,-120,-110,WC1.AX
discontinuedOperations,,,,WC1.AX
netIncomeFromContinuingOps,-504153,32897,49227,WC1.AX
netIncomeApplicableToCommonShares,-504153,32897,49227,WC1.AX
