Breakdown,Value,ticker
zip,2060,BLD.AX
sector,Basic Materials,BLD.AX
fullTimeEmployees,7889,BLD.AX
compensationRisk,5,BLD.AX
auditRisk,1,BLD.AX
longBusinessSummary,"Boral Limited manufactures and supplies building and construction materials in Australia and internationally. It offers asphalt, blocks, cement and lime, concrete, pavers and retaining walls, quarry materials, roof tiles, and timber products. In addition, it engages in the property business. The company serves residential and commercial construction, and roads and engineering markets. Boral Limited was incorporated in 1946 and is based in North Sydney, Australia. Boral Limited operates as a subsidiary of Network Investment Holdings Pty Limited.",BLD.AX
city,North Sydney,BLD.AX
phone,61 2 9220 6300,BLD.AX
state,NSW,BLD.AX
shareHolderRightsRisk,1,BLD.AX
compensationAsOfEpochDate,1640908800,BLD.AX
governanceEpochDate,1632614400,BLD.AX
boardRisk,9,BLD.AX
country,Australia,BLD.AX
website,https://www.boral.com.au,BLD.AX
maxAge,86400,BLD.AX
overallRisk,8,BLD.AX
address1,15 Blue Street,BLD.AX
fax,61 2 9233 6605,BLD.AX
industry,Building Materials,BLD.AX
address2,Level 18,BLD.AX
