Breakdown,Value,ticker
zip,3134,TRJ.AX
sector,Healthcare,TRJ.AX
fullTimeEmployees,432,TRJ.AX
longBusinessSummary,"Trajan Group Holdings Limited develops, manufactures, and sells analytical and life science products and devices in Australia, New Zealand, Malaysia, Japan, the Americas, Europe, the Middle East, and Africa. It offers analytical, pathology, and sampling products, as well as automation systems for the analysis of biological, food, and environmental samples. The company also provides nutrition testing solutions for pathology laboratories, research and clinical trials, personalized nutrition, corporate wellness, and health insurance. Trajan Group Holdings Limited was incorporated in 2011 and is headquartered in Ringwood, Australia.",TRJ.AX
city,Ringwood,TRJ.AX
phone,61 3 9837 4200,TRJ.AX
state,VIC,TRJ.AX
compensationAsOfEpochDate,1640908800,TRJ.AX
country,Australia,TRJ.AX
website,https://www.trajanscimed.com,TRJ.AX
maxAge,86400,TRJ.AX
address1,7 Argent Place,TRJ.AX
industry,Medical Instruments & Supplies,TRJ.AX
