Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,15562539.0,7299.0,4937308.0,TI1.AX
totalStockholderEquity,28753823.0,1674.0,-1698691.0,TI1.AX
otherCurrentLiab,4751476.0,,1448148.0,TI1.AX
totalAssets,44316362.0,8973.0,3238617.0,TI1.AX
commonStock,36472270.0,11712.0,53380294.0,TI1.AX
otherCurrentAssets,110651.0,,2420529.0,TI1.AX
retainedEarnings,-8635419.0,-10048.0,-55273484.0,TI1.AX
otherLiab,3420754.0,,89307.0,TI1.AX
treasuryStock,916972.0,10.0,194499.0,TI1.AX
cash,24704473.0,8733.0,277598.0,TI1.AX
totalCurrentLiabilities,8148631.0,7299.0,4848001.0,TI1.AX
otherStockholderEquity,916972.0,10.0,194499.0,TI1.AX
propertyPlantEquipment,19307331.0,240.0,24112.0,TI1.AX
totalCurrentAssets,25009031.0,8733.0,2872573.0,TI1.AX
netTangibleAssets,28753823.0,1674.0,-1698691.0,TI1.AX
netReceivables,193907.0,,122431.0,TI1.AX
accountsPayable,2155729.0,7299.0,1459169.0,TI1.AX
otherAssets,,,310008.0,TI1.AX
longTermInvestments,,,31924.0,TI1.AX
