Breakdown,Value,ticker
zip,5067,SPN.AX
sector,Basic Materials,SPN.AX
longBusinessSummary,"Sparc Technologies Limited focuses on the research, development, and commercialization of graphene-based technologies in Australia. It offers technology solutions using the properties of graphene for industrial markets for marine and protective coatings, environmental remediation, and bio-medical applications. The company was incorporated in 1984 and is headquartered in Kent Town, Australia.",SPN.AX
city,Kent Town,SPN.AX
phone,61 3 9614 0600,SPN.AX
state,SA,SPN.AX
compensationAsOfEpochDate,1640908800,SPN.AX
country,Australia,SPN.AX
website,https://sparctechnologies.com.au,SPN.AX
maxAge,86400,SPN.AX
address1,51 Rundle Street,SPN.AX
fax,61 3 9614 0550,SPN.AX
industry,Specialty Chemicals,SPN.AX
