Breakdown,Value,ticker
zip,3008,IEL.AX
sector,Consumer Defensive,IEL.AX
compensationRisk,10,IEL.AX
auditRisk,7,IEL.AX
longBusinessSummary,"IDP Education Limited engages in the placement of students into education institutions in Asia, Australasia, and internationally. Its services include counselling, application processing, pre-departure guidance, student placement and examinations, English language teaching, client relations, online student recruitment, and shared services. The company is also involved in the distribution and administration of International English Language Testing System tests for study, work, and migration purposes. In addition, it operates English language schools; and provides digital marketing and event services. IDP Education Limited was founded in 1969 and is headquartered in Docklands, Australia.",IEL.AX
city,Docklands,IEL.AX
phone,61 3 9612 4400,IEL.AX
state,VIC,IEL.AX
shareHolderRightsRisk,7,IEL.AX
compensationAsOfEpochDate,1640908800,IEL.AX
governanceEpochDate,1632614400,IEL.AX
boardRisk,10,IEL.AX
country,Australia,IEL.AX
website,https://www.idp.com,IEL.AX
maxAge,86400,IEL.AX
overallRisk,10,IEL.AX
address1,Melbourne Quarter 2,IEL.AX
fax,61 3 9614 0578,IEL.AX
industry,Education & Training Services,IEL.AX
address2,Level 10 697 Collins Street,IEL.AX
