,0,1,ticker
0,Market Cap (intraday),,LBY.AX
1,Enterprise Value,,LBY.AX
2,Trailing P/E,,LBY.AX
3,Forward P/E,,LBY.AX
4,PEG Ratio (5 yr expected),,LBY.AX
5,Price/Sales (ttm),,LBY.AX
6,Price/Book (mrq),,LBY.AX
7,Enterprise Value/Revenue,,LBY.AX
8,Enterprise Value/EBITDA,,LBY.AX
