Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,,,,,FOD.AX
effectOfAccountingCharges,,,,,FOD.AX
incomeBeforeTax,-2061150,-9454716,-14449431,1062089,FOD.AX
minorityInterest,,,,,FOD.AX
netIncome,-2166780,-9613161,-15752701,2221712,FOD.AX
sellingGeneralAdministrative,8254010,10364819,15515145,11760701,FOD.AX
grossProfit,9694796,5083158,8456716,13206578,FOD.AX
ebit,-1580552,-8658400,-9200490,-152172,FOD.AX
operatingIncome,-1580552,-8658400,-9200490,-152172,FOD.AX
otherOperatingExpenses,,,,,FOD.AX
interestExpense,-1173252,-1260345,-805885,-366181,FOD.AX
extraordinaryItems,,,,,FOD.AX
nonRecurring,,,,,FOD.AX
otherItems,,,,,FOD.AX
incomeTaxExpense,105630,158445,1303270,-1159623,FOD.AX
totalRevenue,34026091,34813988,29271328,33124645,FOD.AX
totalOperatingExpenses,35606643,43472388,38471818,33276817,FOD.AX
costOfRevenue,24331295,29730830,20814612,19918067,FOD.AX
totalOtherIncomeExpenseNet,-480598,-796316,-5248941,1214261,FOD.AX
discontinuedOperations,,,,,FOD.AX
netIncomeFromContinuingOps,-2166780,-9613161,-15752701,2221712,FOD.AX
netIncomeApplicableToCommonShares,-2166780,-9613161,-15752701,2221712,FOD.AX
