Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,144552.0,157886.0,171219.0,COD.AX
capitalSurplus,12040106.0,12040106.0,3789110.0,COD.AX
totalLiab,1218423.0,564056.0,161910.0,COD.AX
totalStockholderEquity,22983832.0,5771377.0,1458145.0,COD.AX
otherCurrentLiab,619350.0,207053.0,9500.0,COD.AX
totalAssets,24202255.0,6335433.0,1620055.0,COD.AX
commonStock,23473301.0,1000.0,1000.0,COD.AX
retainedEarnings,-12793019.0,-6269729.0,-2331965.0,COD.AX
treasuryStock,263444.0,,,COD.AX
otherAssets,55001.0,55001.0,,COD.AX
cash,21787110.0,4192295.0,17542.0,COD.AX
totalCurrentLiabilities,1126637.0,556053.0,161910.0,COD.AX
otherStockholderEquity,263444.0,,,COD.AX
propertyPlantEquipment,1966588.0,1558479.0,1416359.0,COD.AX
totalCurrentAssets,22036114.0,4564067.0,32477.0,COD.AX
netTangibleAssets,22839280.0,5613491.0,1286926.0,COD.AX
netReceivables,179968.0,118173.0,13855.0,COD.AX
accountsPayable,307949.0,227464.0,152410.0,COD.AX
otherCurrentAssets,,230295.0,,COD.AX
otherLiab,,1.0,,COD.AX
