Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,136405.0,53176.0,17882.0,ALB.AX
totalStockholderEquity,4462944.0,-50527.0,-17472.0,ALB.AX
totalAssets,4599349.0,2649.0,410.0,ALB.AX
commonStock,4654613.0,34058.0,13958.0,ALB.AX
retainedEarnings,-529788.0,-84585.0,-31430.0,ALB.AX
treasuryStock,338119.0,,,ALB.AX
cash,4544380.0,622.0,106.0,ALB.AX
totalCurrentLiabilities,136405.0,53176.0,17882.0,ALB.AX
otherStockholderEquity,338119.0,,,ALB.AX
totalCurrentAssets,4599349.0,2649.0,410.0,ALB.AX
netTangibleAssets,4462944.0,-50527.0,-17472.0,ALB.AX
netReceivables,44244.0,2027.0,304.0,ALB.AX
accountsPayable,136405.0,12768.0,7362.0,ALB.AX
