Breakdown,Value,ticker
zip,2020,IME.AX
sector,Healthcare,IME.AX
longBusinessSummary,"ImExHS Limited operates as an imaging software as a service and ancillary service provider in Australia and internationally. It is involved in developing and selling Hiruko software platform that comprises radiology information system, which manages the workflow management system with a patient data and image distribution system, as well as picture archiving and communication system that allows healthcare organization to capture, store, view, and share radiology images. The company was founded in 2012 and is headquartered in Mascot, Australia.",IME.AX
city,Mascot,IME.AX
phone,61 2 9030 0040,IME.AX
state,NSW,IME.AX
compensationAsOfEpochDate,1609372800,IME.AX
country,Australia,IME.AX
website,https://www.imexhs.com,IME.AX
maxAge,86400,IME.AX
address1,122 OâRiordan Street,IME.AX
industry,Health Information Services,IME.AX
