Breakdown,Value,ticker
zip,3141,ECT.AX
sector,Industrials,ECT.AX
longBusinessSummary,"Environmental Clean Technologies Limited commercializes technologies energy and resource technologies in Australia. Its technologies include Coldry, a method to dewater brown coal and transform this resource into a black coal equivalent; and catalytic de-polymerization technology that enables the production of diesel from a range of hydrocarbon-based inputs, including various waste and hydrocarbon streams, such as waste timber, end-of-life plastics, and low-rank coal. The company also offers catalytic organic hydrogen generation technology for producing hydrogen from lignite; and HydroMOR, a process for producing iron product from brown coal and iron oxide bearing material, such as mill scale, nickel tailings, and high or low-grade iron ore. In addition, it provides equity lending facility loans. Environmental Clean Technologies Limited was incorporated in 1985 and is based in South Yarra, Australia.",ECT.AX
city,South Yarra,ECT.AX
phone,61 3 9849 6203,ECT.AX
state,VIC,ECT.AX
compensationAsOfEpochDate,1640908800,ECT.AX
country,Australia,ECT.AX
website,https://ectltd.com.au,ECT.AX
maxAge,86400,ECT.AX
address1,388 Punt Road,ECT.AX
industry,Pollution & Treatment Controls,ECT.AX
