Breakdown,Value,ticker
zip,6000,ODY.AX
sector,Basic Materials,ODY.AX
longBusinessSummary,"Odyssey Gold Limited engages in the exploration and development of mineral resource properties in Australia. The company primarily explores for gold. It holds an agreement to acquire an 80% interest in the Stakewell and Tuckanarra gold projects located in the Meekatharra-Cue region of Western Australia. The company was formerly known as Odyssey Energy Limited and changed its name to Odyssey Gold Limited in November 2020. Odyssey Gold Limited was incorporated in 2005 and is based in Perth, Australia.",ODY.AX
city,Perth,ODY.AX
phone,61 8 9322 6322,ODY.AX
state,WA,ODY.AX
compensationAsOfEpochDate,1640908800,ODY.AX
country,Australia,ODY.AX
website,https://www.odysseygold.com.au,ODY.AX
maxAge,86400,ODY.AX
address1,28 The Esplanade,ODY.AX
fax,61 8 9322 6558,ODY.AX
industry,Gold,ODY.AX
address2,Level 9,ODY.AX
