Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
researchDevelopment,,,HPC.AX
effectOfAccountingCharges,,,HPC.AX
incomeBeforeTax,-743663,-3434151,HPC.AX
minorityInterest,,,HPC.AX
netIncome,-743663,-3434151,HPC.AX
sellingGeneralAdministrative,4611771,4764773,HPC.AX
grossProfit,1335465,1376096,HPC.AX
ebit,-3234794,-3400495,HPC.AX
operatingIncome,-3234794,-3400495,HPC.AX
otherOperatingExpenses,-65000,-65000,HPC.AX
interestExpense,-12319,-10879,HPC.AX
extraordinaryItems,,,HPC.AX
nonRecurring,,,HPC.AX
otherItems,,,HPC.AX
incomeTaxExpense,0,0,HPC.AX
totalRevenue,3756695,2962825,HPC.AX
totalOperatingExpenses,6991489,6363320,HPC.AX
costOfRevenue,2421230,1586729,HPC.AX
totalOtherIncomeExpenseNet,2491131,-33656,HPC.AX
discontinuedOperations,,,HPC.AX
netIncomeFromContinuingOps,-743663,-3434151,HPC.AX
netIncomeApplicableToCommonShares,-743663,-3434151,HPC.AX
