,0,1,ticker
0,Market Cap (intraday),40.10M,AKM.AX
1,Enterprise Value,5.98M,AKM.AX
2,Trailing P/E,,AKM.AX
3,Forward P/E,,AKM.AX
4,PEG Ratio (5 yr expected),,AKM.AX
5,Price/Sales (ttm),,AKM.AX
6,Price/Book (mrq),0.57,AKM.AX
7,Enterprise Value/Revenue,267.27,AKM.AX
8,Enterprise Value/EBITDA,-1.22,AKM.AX
