Breakdown,Value,ticker
zip,4000,RPG.AX
sector,Real Estate,RPG.AX
longBusinessSummary,"Raptis Group Limited engages in the property investment, development, and management activities in Australia. It develops residential, commercial, and retail projects, as well as resorts. The company was incorporated in 1983 and is based in Brisbane, Australia. Raptis Group Limited is a subsidiary of Hanslow Holdings Pty Limited.",RPG.AX
city,Brisbane,RPG.AX
state,QLD,RPG.AX
compensationAsOfEpochDate,1640908800,RPG.AX
country,Australia,RPG.AX
website,https://www.raptis.com,RPG.AX
maxAge,86400,RPG.AX
address1,10 Creek Street,RPG.AX
industry,Real Estate—Diversified,RPG.AX
address2,Level 7,RPG.AX
