Breakdown,Value,ticker
zip,6005,CAZ.AX
sector,Basic Materials,CAZ.AX
longBusinessSummary,"Cazaly Resources Limited operates as a diversified mineral exploration and resource development company in Australia. The company primarily explores for nickel, gold, copper, iron ore, and cobalt deposits. It holds interests in the Kaoko Kobalt, McKenzie Springs, Halls Creek Copper, Yabbie, Ashburton, and Hamersley Iron Ore projects. The company was incorporated in 2002 and is headquartered in West Perth, Australia.",CAZ.AX
city,West Perth,CAZ.AX
phone,61 8 9322 6283,CAZ.AX
state,WA,CAZ.AX
compensationAsOfEpochDate,1640908800,CAZ.AX
country,Australia,CAZ.AX
website,https://www.cazalyresources.com.au,CAZ.AX
maxAge,86400,CAZ.AX
address1,30 Richardson Street,CAZ.AX
fax,61 8 9322 6398,CAZ.AX
industry,Other Industrial Metals & Mining,CAZ.AX
address2,Level 3,CAZ.AX
