Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,1139222,1591547,179628,IXC.AX
effectOfAccountingCharges,,,,IXC.AX
incomeBeforeTax,-2283911,-3360279,-696366,IXC.AX
minorityInterest,,,,IXC.AX
netIncome,-2283911,-3360279,-696366,IXC.AX
sellingGeneralAdministrative,740752,674354,201828,IXC.AX
grossProfit,0,0,0,IXC.AX
ebit,-2442697,-3249293,-381456,IXC.AX
operatingIncome,-2442697,-3249293,-381456,IXC.AX
otherOperatingExpenses,,,,IXC.AX
interestExpense,,,,IXC.AX
extraordinaryItems,,,,IXC.AX
nonRecurring,,,,IXC.AX
otherItems,,,,IXC.AX
incomeTaxExpense,0,0,0,IXC.AX
totalRevenue,0,0,0,IXC.AX
totalOperatingExpenses,2442697,3249293,381456,IXC.AX
costOfRevenue,0,0,0,IXC.AX
totalOtherIncomeExpenseNet,158786,-110986,-314910,IXC.AX
discontinuedOperations,,,,IXC.AX
netIncomeFromContinuingOps,-2283911,-3360279,-696366,IXC.AX
netIncomeApplicableToCommonShares,-2283911,-3360279,-696366,IXC.AX
