Breakdown,Value,ticker
zip,6005,CY5.AX
sector,Basic Materials,CY5.AX
longBusinessSummary,"Cygnus Gold Limited engages in the discovery and exploration of gold and base metals deposits in the Southwest Yilgarn of Western Australia. It also explores for lead, zinc, copper, and nickel deposits. The company's flagship project is the Stanley project covering an area of approximately 160 square kilometers located approximately 60km northeast of the Wheatbelt town of Katanning, Western Australia. It also holds interests in projects located in the northeast of Perth; east-northeast of Merredin; and Central Yilgarn of Western Australia. The company was formerly known as Craton Gold Pty Ltd and changed its name to Cygnus Gold Limited in November 2016. Cygnus Gold Limited was incorporated in 2015 and is headquartered in West Perth, Australia.",CY5.AX
city,West Perth,CY5.AX
phone,61 8 6118 1627,CY5.AX
state,WA,CY5.AX
compensationAsOfEpochDate,1609372800,CY5.AX
country,Australia,CY5.AX
website,https://www.cygnusgold.com,CY5.AX
maxAge,86400,CY5.AX
address1,24 Outram Street,CY5.AX
fax,61 8 6118 1627,CY5.AX
industry,Gold,CY5.AX
address2,Ground Floor,CY5.AX
