Breakdown,Value,ticker
zip,3122,KPO.AX
sector,Utilities,KPO.AX
longBusinessSummary,"Kalina Power Limited operates as a power company in Australia, China, Canada, and the United States. It generates power primarily from waste heat, and geothermal and solar thermal sources using its Kalina Cycle technology. The company was formerly known as Enhanced Systems Technologies Limited and changed its name to Kalina Power Limited in June 2015. Kalina Power Limited was incorporated in 1950 and is headquartered in Hawthorn, Australia.",KPO.AX
city,Hawthorn,KPO.AX
phone,61 3 9236 2800,KPO.AX
state,VIC,KPO.AX
compensationAsOfEpochDate,1640908800,KPO.AX
country,Australia,KPO.AX
website,https://www.kalinapower.com,KPO.AX
maxAge,86400,KPO.AX
address1,795 Glenferrie Road,KPO.AX
fax,61 3 9818 3656,KPO.AX
industry,Utilities—Diversified,KPO.AX
address2,Suite 6,KPO.AX
