Breakdown,Value,ticker
zip,6009,MRD.AX
sector,Basic Materials,MRD.AX
longBusinessSummary,"Mount Ridley Mines Limited engages in the exploration of mineral properties in Australia. The company explores for base and precious metal deposits, such as nickel, iron, copper, rare earth elements, and gold. It primarily holds 100% interests in the Mount Ridley project that includes 8 granted exploration licenses and 1 exploration license application covering an area of approximately 3,400 square kilometers located to the north east of the port of Esperance; and the Weld Range West project that consists of 3 granted exploration licenses covering an area of approximately 52 square kilometers situated to the west of the township of Cue. Mount Ridley Mines Limited was incorporated in 2000 and is based in Nedlands, Australia.",MRD.AX
city,Nedlands,MRD.AX
phone,61 8 6165 8858,MRD.AX
state,WA,MRD.AX
country,Australia,MRD.AX
website,https://mtridleymines.com.au,MRD.AX
maxAge,86400,MRD.AX
address1,168 Stirling Highway,MRD.AX
fax,61 8 6165 8858,MRD.AX
industry,Other Industrial Metals & Mining,MRD.AX
address2,Ground Floor,MRD.AX
