,0,1,ticker
0,Market Cap (intraday),183.86M,ACB.AX
1,Enterprise Value,194.03M,ACB.AX
2,Trailing P/E,,ACB.AX
3,Forward P/E,,ACB.AX
4,PEG Ratio (5 yr expected),,ACB.AX
5,Price/Sales (ttm),,ACB.AX
6,Price/Book (mrq),10.26,ACB.AX
7,Enterprise Value/Revenue,,ACB.AX
8,Enterprise Value/EBITDA,-988.84,ACB.AX
