Breakdown,Value,ticker
zip,4000,ALT.AX
sector,Healthcare,ALT.AX
longBusinessSummary,"Analytica Limited designs, develops, and supplies medical devices in Australia, China, and the Middle East. The company's lead product is PeriCoach system, an e-health treatment system for women used in treatment of stress urinary incontinence. Its PeriCoach comprises a device, Web portal, and smartphone app for evaluating activity in pelvic floor muscles. The company also provides Autostart Burette Infusion System for monitoring and refilling of burettes in intravenous fluid infusion. Analytica Limited was incorporated in 1985 and is based in Brisbane, Australia.",ALT.AX
city,Brisbane,ALT.AX
phone,61 7 3278 1950,ALT.AX
state,QLD,ALT.AX
compensationAsOfEpochDate,1167523200,ALT.AX
country,Australia,ALT.AX
website,https://www.analyticamedical.com,ALT.AX
maxAge,86400,ALT.AX
address1,320 Adelaide Street,ALT.AX
industry,Medical Devices,ALT.AX
