,0,1,ticker
0,Market Cap (intraday),9.23M,ALT.AX
1,Enterprise Value,9.68M,ALT.AX
2,Trailing P/E,,ALT.AX
3,Forward P/E,,ALT.AX
4,PEG Ratio (5 yr expected),,ALT.AX
5,Price/Sales (ttm),984.97,ALT.AX
6,Price/Book (mrq),4.41,ALT.AX
7,Enterprise Value/Revenue,1.34k,ALT.AX
8,Enterprise Value/EBITDA,-6.73,ALT.AX
