,0,1,ticker
0,Market Cap (intraday),191.13M,CNB.AX
1,Enterprise Value,184.47M,CNB.AX
2,Trailing P/E,412.12,CNB.AX
3,Forward P/E,,CNB.AX
4,PEG Ratio (5 yr expected),,CNB.AX
5,Price/Sales (ttm),,CNB.AX
6,Price/Book (mrq),18.03,CNB.AX
7,Enterprise Value/Revenue,-149.25,CNB.AX
8,Enterprise Value/EBITDA,446.46,CNB.AX
