,0,1,ticker
0,Market Cap (intraday),,RMD.AX
1,Enterprise Value,,RMD.AX
2,Trailing P/E,,RMD.AX
3,Forward P/E,,RMD.AX
4,PEG Ratio (5 yr expected),,RMD.AX
5,Price/Sales (ttm),,RMD.AX
6,Price/Book (mrq),,RMD.AX
7,Enterprise Value/Revenue,,RMD.AX
8,Enterprise Value/EBITDA,,RMD.AX
