Breakdown,Value,ticker
zip,5069,SAU.AX
sector,Basic Materials,SAU.AX
longBusinessSummary,"Southern Gold Limited engages in the exploration and production of gold deposits in South Korea. The company also explores for silver and other mineral deposits. It holds 100% interests in the Aphae gold project, Beopseongpo gold-silver project, Deokon gold-silver project, Dokcheon gold project, Geum-Mar gold project, Neungju gold project, and Daeam project located in South Korea. Southern Gold Limited was founded in 2004 and is based in Stepney, Australia.",SAU.AX
city,Stepney,SAU.AX
phone,61 8 8368 8888,SAU.AX
state,SA,SAU.AX
compensationAsOfEpochDate,1640908800,SAU.AX
country,Australia,SAU.AX
website,https://www.southerngold.com.au,SAU.AX
maxAge,86400,SAU.AX
address1,10 George Street,SAU.AX
fax,61 8 8363 0697,SAU.AX
industry,Gold,SAU.AX
