Breakdown,Value,ticker
zip,2113,MTS.AX
sector,Consumer Defensive,MTS.AX
fullTimeEmployees,7000,MTS.AX
compensationRisk,1,MTS.AX
auditRisk,4,MTS.AX
longBusinessSummary,"Metcash Limited operates as a wholesale distribution and marketing company in Australia and New Zealand. It operates through Food, Liquor, and Hardware segments. The Food segment distributes a range of products and services to independent supermarket and convenience retail outlets. The Liquor segment engages in the distribution of liquor products to independent retail outlets and hotels. The Hardware segment distributes hardware products to independent retail outlets; and operates company owned retail stores. The company sells its products under the IGA, Foodland, Mitre 10, Home Timber & Hardware, Total Tools, Cellarbrations, IGA Liquor, and the Bottle-O brand names. Metcash Limited was founded in 1927 and is based in Macquarie Park, Australia.",MTS.AX
city,Macquarie Park,MTS.AX
phone,61 2 9741 3000,MTS.AX
state,NSW,MTS.AX
shareHolderRightsRisk,1,MTS.AX
compensationAsOfEpochDate,1640908800,MTS.AX
governanceEpochDate,1632614400,MTS.AX
boardRisk,1,MTS.AX
country,Australia,MTS.AX
website,https://www.metcash.com,MTS.AX
maxAge,86400,MTS.AX
overallRisk,1,MTS.AX
address1,1 Thomas Holt Drive,MTS.AX
fax,61 2 9741 3399,MTS.AX
industry,Food Distribution,MTS.AX
