,0,1,ticker
0,Market Cap (intraday),413.55M,HUM.AX
1,Enterprise Value,2.62B,HUM.AX
2,Trailing P/E,6.61,HUM.AX
3,Forward P/E,7.56,HUM.AX
4,PEG Ratio (5 yr expected),,HUM.AX
5,Price/Sales (ttm),0.91,HUM.AX
6,Price/Book (mrq),0.54,HUM.AX
7,Enterprise Value/Revenue,5.99,HUM.AX
8,Enterprise Value/EBITDA,14.41,HUM.AX
