Breakdown,Value,ticker
zip,6168,WAK.AX
sector,Basic Materials,WAK.AX
longBusinessSummary,"WA Kaolin Limited engages in the exploration and development of an inferred mineral resource of kaolinised granite in Australia. It holds interest in the Wickepin Kaolin project that comprises four retention licenses and a single mining lease covering an area of approximately 10,000 hectares located in Wickepin, Western Australia. The company was incorporated in 1998 and is based in East Rockingham, Australia.",WAK.AX
city,East Rockingham,WAK.AX
phone,61 8 9439 6300,WAK.AX
state,WA,WAK.AX
compensationAsOfEpochDate,1640908800,WAK.AX
country,Australia,WAK.AX
website,https://www.wakaolin.com.au,WAK.AX
maxAge,86400,WAK.AX
address1,Lot 3 Ward Road,WAK.AX
fax,61 8 9439 6300,WAK.AX
industry,Other Industrial Metals & Mining,WAK.AX
