Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
totalLiab,1177644.0,11877.0,AR3.AX
totalStockholderEquity,11972926.0,-5653.0,AR3.AX
otherCurrentLiab,188846.0,11877.0,AR3.AX
totalAssets,13150570.0,6224.0,AR3.AX
commonStock,12204685.0,4.0,AR3.AX
retainedEarnings,-592421.0,-5657.0,AR3.AX
treasuryStock,360662.0,,AR3.AX
otherAssets,10000.0,,AR3.AX
cash,12081355.0,5373.0,AR3.AX
totalCurrentLiabilities,1177644.0,11877.0,AR3.AX
otherStockholderEquity,360662.0,,AR3.AX
propertyPlantEquipment,940743.0,,AR3.AX
totalCurrentAssets,12199827.0,6224.0,AR3.AX
netTangibleAssets,11972926.0,-5653.0,AR3.AX
netReceivables,88099.0,851.0,AR3.AX
accountsPayable,988798.0,,AR3.AX
