Breakdown,Value,ticker
zip,6005,TIE.AX
sector,Basic Materials,TIE.AX
longBusinessSummary,"Tietto Minerals Limited operates as a gold exploration and development company in Australia and West Africa. Its flagship project in the Abujar gold project comprising three tenements covering an area of 1,114 square kilometers located in central western region of C̫te D'Ivoire. The company was incorporated in 2010 and is based in West Perth, Australia.",TIE.AX
city,West Perth,TIE.AX
phone,61 8 9331 6710,TIE.AX
state,WA,TIE.AX
compensationAsOfEpochDate,1640908800,TIE.AX
country,Australia,TIE.AX
website,https://www.tietto.com,TIE.AX
maxAge,86400,TIE.AX
address1,162 Colin Street,TIE.AX
fax,61 8 6316 1428,TIE.AX
industry,Gold,TIE.AX
address2,Unit 7,TIE.AX
