,0,1,ticker
0,Market Cap (intraday),1.03M,PCH.AX
1,Enterprise Value,895.68k,PCH.AX
2,Trailing P/E,,PCH.AX
3,Forward P/E,,PCH.AX
4,PEG Ratio (5 yr expected),,PCH.AX
5,Price/Sales (ttm),,PCH.AX
6,Price/Book (mrq),4.74,PCH.AX
7,Enterprise Value/Revenue,4.40,PCH.AX
8,Enterprise Value/EBITDA,-1.67,PCH.AX
