Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,4354274.0,8900366.0,1362.0,BEX.AX
totalStockholderEquity,13081462.0,-7117169.0,2725068.0,BEX.AX
otherCurrentLiab,868112.0,794901.0,,BEX.AX
totalAssets,17435736.0,1783197.0,2726430.0,BEX.AX
commonStock,51075469.0,20571641.0,2878739.0,BEX.AX
retainedEarnings,-26636721.0,-15669697.0,-153671.0,BEX.AX
otherLiab,72471.0,55964.0,,BEX.AX
treasuryStock,-11357286.0,-12019113.0,,BEX.AX
otherAssets,40531.0,,,BEX.AX
cash,15924713.0,1123127.0,1222069.0,BEX.AX
totalCurrentLiabilities,4239641.0,8707765.0,1362.0,BEX.AX
otherStockholderEquity,-11357286.0,-12019113.0,,BEX.AX
propertyPlantEquipment,75566.0,262373.0,,BEX.AX
totalCurrentAssets,17090631.0,1520824.0,1226430.0,BEX.AX
longTermInvestments,229008.0,,1500000.0,BEX.AX
netTangibleAssets,13081462.0,-7117169.0,2725068.0,BEX.AX
shortTermInvestments,46700.0,45000.0,,BEX.AX
netReceivables,949010.0,316630.0,4361.0,BEX.AX
accountsPayable,1106317.0,1213634.0,1362.0,BEX.AX
