Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,BEX.AX
effectOfAccountingCharges,,,,BEX.AX
incomeBeforeTax,-10967024,-2559940,-122937,BEX.AX
minorityInterest,,,,BEX.AX
netIncome,-10967024,-2109485,-122937,BEX.AX
sellingGeneralAdministrative,1796574,566868,20976,BEX.AX
grossProfit,-1201886,364960,-12878,BEX.AX
ebit,-6241985,-2457633,-122937,BEX.AX
operatingIncome,-6241985,-2457633,-122937,BEX.AX
otherOperatingExpenses,2971769,1865692,89082,BEX.AX
interestExpense,-140328,-277001,-277001,BEX.AX
extraordinaryItems,,,,BEX.AX
nonRecurring,,,,BEX.AX
otherItems,,,,BEX.AX
incomeTaxExpense,0,0,0,BEX.AX
totalRevenue,4605767,3756012,4168,BEX.AX
totalOperatingExpenses,10847752,6213645,127105,BEX.AX
costOfRevenue,5807653,3391052,17046,BEX.AX
totalOtherIncomeExpenseNet,-4725039,-102307,0,BEX.AX
discontinuedOperations,,,,BEX.AX
netIncomeFromContinuingOps,-10967024,-2559940,-122937,BEX.AX
netIncomeApplicableToCommonShares,-10967024,-2109485,-122937,BEX.AX
