Breakdown,Value,ticker
zip,6007,WFL.AX
sector,Healthcare,WFL.AX
longBusinessSummary,"Wellfully Limited, together with its subsidiaries, develops dermaportation and enhanced transdermal polymer technologies for use in the pharmaceutical, cosmetic and skincare, and consumer healthcare sectors in Singapore and Europe. It operates in two segments, Dermaportation Drug Delivery Technology and Devices. It develops magnetic micro-array and powerless drug delivery technologies; and designs and develops drug patches, applicators, and brushes products. The company was formerly known as OBJ Limited and changed its name to Wellfully Limited in September 2020. Wellfully Limited was incorporated in 1992 and is based in Leederville, Australia.",WFL.AX
city,Leederville,WFL.AX
phone,61 8 9443 3011,WFL.AX
state,WA,WFL.AX
compensationAsOfEpochDate,1640908800,WFL.AX
country,Australia,WFL.AX
website,https://www.wellfully.net,WFL.AX
maxAge,86400,WFL.AX
address1,284 Oxford Street,WFL.AX
industry,Diagnostics & Research,WFL.AX
address2,Ground Floor,WFL.AX
