,0,1,ticker
0,Market Cap (intraday),41.21M,YRL.AX
1,Enterprise Value,33.17M,YRL.AX
2,Trailing P/E,621.83,YRL.AX
3,Forward P/E,,YRL.AX
4,PEG Ratio (5 yr expected),,YRL.AX
5,Price/Sales (ttm),,YRL.AX
6,Price/Book (mrq),2.23,YRL.AX
7,Enterprise Value/Revenue,,YRL.AX
8,Enterprise Value/EBITDA,-54.95,YRL.AX
