Breakdown,Value,ticker
zip,6000,1VG.AX
sector,Basic Materials,1VG.AX
longBusinessSummary,"Victory Goldfields Limited engages in the exploration and development of gold projects in Australia. The company holds interest in the Cue goldfields comprising 46 tenements with an area of approximately 7,520 hectares located in Western Australia. The company was formerly known as Hughes Drilling Limited and changed its name to Victory Goldfields Limited in July 2021. Victory Goldfields Limited was incorporated in 2007 and is based in Perth, Australia.",1VG.AX
city,Perth,1VG.AX
phone,61 8 6557 8656,1VG.AX
state,WA,1VG.AX
compensationAsOfEpochDate,1451520000,1VG.AX
country,Australia,1VG.AX
website,https://www.victorygoldfields.com.au,1VG.AX
maxAge,86400,1VG.AX
address1,108 St Georges Terrace,1VG.AX
industry,Gold,1VG.AX
address2,Level 25 44 St Georges Terrace,1VG.AX
