,0,1,ticker
0,Market Cap (intraday),797.98M,SYR.AX
1,Enterprise Value,798.82M,SYR.AX
2,Trailing P/E,,SYR.AX
3,Forward P/E,,SYR.AX
4,PEG Ratio (5 yr expected),,SYR.AX
5,Price/Sales (ttm),42.65,SYR.AX
6,Price/Book (mrq),1.80,SYR.AX
7,Enterprise Value/Revenue,64.99,SYR.AX
8,Enterprise Value/EBITDA,-25.74,SYR.AX
