,0,1,ticker
0,Market Cap (intraday),,TAR.AX
1,Enterprise Value,,TAR.AX
2,Trailing P/E,,TAR.AX
3,Forward P/E,,TAR.AX
4,PEG Ratio (5 yr expected),,TAR.AX
5,Price/Sales (ttm),,TAR.AX
6,Price/Book (mrq),,TAR.AX
7,Enterprise Value/Revenue,,TAR.AX
8,Enterprise Value/EBITDA,,TAR.AX
