Breakdown,Value,ticker
zip,6005,GNM.AX
sector,Basic Materials,GNM.AX
longBusinessSummary,"Great Northern Minerals Limited explores for and develops gold mineral properties. It has 100% interests in the Golden Ant Project comprising Camel Creek, Golden Cup, and Big Rush located in Northern Queensland. The company was formerly known as Greenpower Energy Limited and changed its name to Great Northern Minerals Limited in October 2019. Great Northern Minerals Limited was incorporated in 1899 and is headquartered in West Perth, Australia.",GNM.AX
city,West Perth,GNM.AX
phone,61 8 6214 0148,GNM.AX
state,WA,GNM.AX
compensationAsOfEpochDate,1640908800,GNM.AX
country,Australia,GNM.AX
website,https://www.greatnorthernminerals.com.au,GNM.AX
maxAge,86400,GNM.AX
address1,33 Colin Street,GNM.AX
fax,61 8 6214 0148,GNM.AX
industry,Gold,GNM.AX
address2,Level 1,GNM.AX
