Breakdown,Value,ticker
zip,6000,GTR.AX
sector,Basic Materials,GTR.AX
longBusinessSummary,"GTI Resources Limited engages in the exploration and evaluation of mineral tenements in Australia and the United States. It explores its Utah Uranium and Vanadium project, which covers an area of approximately 1500 hectares located in the Henry Mountains, Utah; Niagara Gold project located in Western Australia; and Reach project located in Western Australia. The company also has an option to acquire ISR Uranium projects in Wyoming. GTI Resources Limited was incorporated in 2007 and is based in Perth, Australia.",GTR.AX
city,Perth,GTR.AX
phone,61 8 9226 2011,GTR.AX
state,WA,GTR.AX
compensationAsOfEpochDate,1609372800,GTR.AX
country,Australia,GTR.AX
website,https://www.gtiresources.com.au,GTR.AX
maxAge,86400,GTR.AX
address1,89 St Georges Terrace,GTR.AX
fax,61 8 9226 2099,GTR.AX
industry,Other Industrial Metals & Mining,GTR.AX
address2,Level 1,GTR.AX
