Breakdown,Value,ticker
zip,4000,AKN.AX
sector,Basic Materials,AKN.AX
longBusinessSummary,"AuKing Mining Limited, an early stage exploration company, acquires, explores for, and develops mineral projects in Australia. It primarily focuses on exploring copper, gold, and other base metals. The company has an agreement to earn up to 75% interest in the Koongie Park copper/zinc project situated in the south-eastern Kimberley Region of northern Western Australia. The company was formerly known as Chinalco Yunnan Copper Resources Limited and changed its name to AuKing Mining Limited in May 2017. AuKing Mining Limited was incorporated in 1995 and is headquartered in Brisbane, Australia.",AKN.AX
city,Brisbane,AKN.AX
phone,61 7 3535 1208,AKN.AX
state,QLD,AKN.AX
compensationAsOfEpochDate,1609372800,AKN.AX
country,Australia,AKN.AX
website,https://www.aukingmining.com,AKN.AX
maxAge,86400,AKN.AX
address1,320 Adelaide Street,AKN.AX
industry,Other Industrial Metals & Mining,AKN.AX
address2,Suite 27 Level 7,AKN.AX
