Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
researchDevelopment,,,AE1.AX
effectOfAccountingCharges,,,AE1.AX
incomeBeforeTax,6700243,5913426,AE1.AX
minorityInterest,,,AE1.AX
netIncome,5051046,4115639,AE1.AX
sellingGeneralAdministrative,1888957,1494549,AE1.AX
grossProfit,13857511,11537477,AE1.AX
ebit,8401714,7286039,AE1.AX
operatingIncome,8401714,7286039,AE1.AX
otherOperatingExpenses,1514039,920364,AE1.AX
interestExpense,-1712031,-1385833,AE1.AX
extraordinaryItems,,,AE1.AX
nonRecurring,,,AE1.AX
otherItems,,,AE1.AX
incomeTaxExpense,1649197,1797787,AE1.AX
totalRevenue,100526414,80058696,AE1.AX
totalOperatingExpenses,92124700,72772657,AE1.AX
costOfRevenue,86668903,68521219,AE1.AX
totalOtherIncomeExpenseNet,-1701471,-1372613,AE1.AX
discontinuedOperations,,,AE1.AX
netIncomeFromContinuingOps,5051046,4115639,AE1.AX
netIncomeApplicableToCommonShares,5051046,4115639,AE1.AX
