Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
changeToLiabilities,-1366870.0,9973166.0,AE1.AX
totalCashflowsFromInvestingActivities,-372960.0,-524427.0,AE1.AX
netBorrowings,-2318492.0,7023294.0,AE1.AX
totalCashFromFinancingActivities,-2894492.0,6422089.0,AE1.AX
changeToOperatingActivities,518551.0,374611.0,AE1.AX
netIncome,5051046.0,4115639.0,AE1.AX
changeInCash,-1755111.0,7253657.0,AE1.AX
totalCashFromOperatingActivities,1512341.0,1355995.0,AE1.AX
depreciation,2052801.0,1836525.0,AE1.AX
dividendsPaid,-576000.0,-576000.0,AE1.AX
changeToAccountReceivables,-5571593.0,-15014922.0,AE1.AX
changeToNetincome,161116.0,70976.0,AE1.AX
capitalExpenditures,-372960.0,-587125.0,AE1.AX
otherCashflowsFromFinancingActivities,,-25205.0,AE1.AX
