Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,2088000.0,,,RTH.AX
totalLiab,3996000.0,,,RTH.AX
totalStockholderEquity,2546000.0,,,RTH.AX
otherCurrentLiab,1284000.0,,,RTH.AX
totalAssets,6542000.0,,,RTH.AX
commonStock,51000.0,,,RTH.AX
otherCurrentAssets,36000.0,,,RTH.AX
retainedEarnings,2495000.0,,,RTH.AX
otherLiab,97000.0,,,RTH.AX
otherAssets,202000.0,,,RTH.AX
cash,2049000.0,,,RTH.AX
totalCurrentLiabilities,3389000.0,,,RTH.AX
deferredLongTermAssetCharges,201000.0,,,RTH.AX
shortLongTermDebt,21000.0,,,RTH.AX
propertyPlantEquipment,708000.0,,,RTH.AX
totalCurrentAssets,3544000.0,,,RTH.AX
netTangibleAssets,458000.0,,,RTH.AX
netReceivables,1459000.0,,,RTH.AX
longTermDebt,142000.0,,,RTH.AX
accountsPayable,1709000.0,,,RTH.AX
