Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
changeToLiabilities,0,0,0,RTH.AX
totalCashflowsFromInvestingActivities,-1118000,-858000,-571000,RTH.AX
totalCashFromFinancingActivities,-728000,-394000,-560000,RTH.AX
changeToOperatingActivities,-37000,-140000,-270000,RTH.AX
netIncome,1581000,408000,429000,RTH.AX
changeInCash,1100000,-132000,-260000,RTH.AX
totalCashFromOperatingActivities,2946000,1120000,871000,RTH.AX
depreciation,204000,190000,164000,RTH.AX
dividendsPaid,-525000,-273000,-493000,RTH.AX
otherCashflowsFromFinancingActivities,-203000,-121000,-67000,RTH.AX
changeToNetincome,580000,268000,315000,RTH.AX
capitalExpenditures,-1118000,-858000,-571000,RTH.AX
