Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,RTH.AX
effectOfAccountingCharges,,,,RTH.AX
incomeBeforeTax,2260000,736000,735000,RTH.AX
minorityInterest,,,,RTH.AX
netIncome,1581000,408000,429000,RTH.AX
sellingGeneralAdministrative,2379000,2420000,2279000,RTH.AX
grossProfit,5194000,3581000,3656000,RTH.AX
ebit,2331000,756000,768000,RTH.AX
operatingIncome,2331000,756000,768000,RTH.AX
otherOperatingExpenses,-192000,-99000,236000,RTH.AX
interestExpense,-48000,-20000,-32000,RTH.AX
extraordinaryItems,,,,RTH.AX
nonRecurring,,,,RTH.AX
otherItems,,,,RTH.AX
incomeTaxExpense,679000,328000,306000,RTH.AX
totalRevenue,5290000,3646000,3685000,RTH.AX
totalOperatingExpenses,2959000,2890000,2917000,RTH.AX
costOfRevenue,96000,65000,29000,RTH.AX
totalOtherIncomeExpenseNet,-71000,-20000,-33000,RTH.AX
discontinuedOperations,,,,RTH.AX
netIncomeFromContinuingOps,1581000,408000,429000,RTH.AX
netIncomeApplicableToCommonShares,1581000,408000,429000,RTH.AX
