Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,MBX.AX
effectOfAccountingCharges,,,,MBX.AX
incomeBeforeTax,-601115,-357701,-349058,MBX.AX
minorityInterest,,,,MBX.AX
netIncome,-601115,-357701,-349058,MBX.AX
sellingGeneralAdministrative,1504699,599920,501992,MBX.AX
grossProfit,1653888,561719,353877,MBX.AX
ebit,-473740,-272490,-295726,MBX.AX
operatingIncome,-473740,-272490,-295726,MBX.AX
otherOperatingExpenses,486850,196848,102794,MBX.AX
interestExpense,-127375,-85211,-53332,MBX.AX
extraordinaryItems,,,,MBX.AX
nonRecurring,,,,MBX.AX
otherItems,,,,MBX.AX
incomeTaxExpense,0,0,0,MBX.AX
totalRevenue,3639393,1444048,604666,MBX.AX
totalOperatingExpenses,4113133,1716538,900392,MBX.AX
costOfRevenue,1985505,882329,250789,MBX.AX
totalOtherIncomeExpenseNet,-127375,-85211,-53332,MBX.AX
discontinuedOperations,,,,MBX.AX
netIncomeFromContinuingOps,-601115,-357701,-349058,MBX.AX
netIncomeApplicableToCommonShares,-601115,-357701,-349058,MBX.AX
