Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
changeToLiabilities,0,0,0,MBX.AX
totalCashflowsFromInvestingActivities,-205339,-7359,-57969,MBX.AX
netBorrowings,417968,-41531,303980,MBX.AX
totalCashFromFinancingActivities,417968,-41531,303980,MBX.AX
netIncome,-601115,-357701,-349058,MBX.AX
changeInCash,-23570,-7760,-89185,MBX.AX
totalCashFromOperatingActivities,-236199,41130,-335196,MBX.AX
depreciation,136079,37441,44817,MBX.AX
changeToNetincome,228837,361390,-30955,MBX.AX
capitalExpenditures,-205339,-7359,-57969,MBX.AX
