Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,DUR.AX
effectOfAccountingCharges,,,,DUR.AX
incomeBeforeTax,10032000,17960000,13826000,DUR.AX
minorityInterest,,,184000.0,DUR.AX
netIncome,7131000,13011000,9063000,DUR.AX
sellingGeneralAdministrative,30699000,27486000,23089000,DUR.AX
grossProfit,45808000,47919000,38275000,DUR.AX
ebit,9882000,16608000,12983000,DUR.AX
operatingIncome,9882000,16608000,12983000,DUR.AX
otherOperatingExpenses,,,9000.0,DUR.AX
interestExpense,-659000,-587000,-309000,DUR.AX
extraordinaryItems,,,,DUR.AX
nonRecurring,,,,DUR.AX
otherItems,,,,DUR.AX
incomeTaxExpense,2901000,4949000,4167000,DUR.AX
totalRevenue,235709000,247283000,200424000,DUR.AX
totalOperatingExpenses,225827000,230675000,187441000,DUR.AX
costOfRevenue,189901000,199364000,162149000,DUR.AX
totalOtherIncomeExpenseNet,150000,1352000,843000,DUR.AX
discontinuedOperations,,,,DUR.AX
netIncomeFromContinuingOps,7131000,13011000,9659000,DUR.AX
netIncomeApplicableToCommonShares,7131000,13011000,9063000,DUR.AX
