Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,,,,,VN8.AX
effectOfAccountingCharges,,,,,VN8.AX
incomeBeforeTax,-4110383,-747829,-2791622,-14713402,VN8.AX
minorityInterest,,,,,VN8.AX
netIncome,-3984788,-705964,-2791622,-14713402,VN8.AX
sellingGeneralAdministrative,7536499,6509291,5868220,3893611,VN8.AX
grossProfit,5513768,4672777,3858803,3027360,VN8.AX
ebit,-3378334,-2465000,-2798130,-14155518,VN8.AX
operatingIncome,-3378334,-2465000,-2798130,-14155518,VN8.AX
otherOperatingExpenses,-854318,-721966,-371652,-369300,VN8.AX
interestExpense,-58957,-57184,-5867,-607753,VN8.AX
extraordinaryItems,,,,,VN8.AX
nonRecurring,,,,,VN8.AX
otherItems,,,,,VN8.AX
incomeTaxExpense,-125595,-41865,0,0,VN8.AX
totalRevenue,18259243,12770304,8801740,8067027,VN8.AX
totalOperatingExpenses,21637577,15235304,11599870,22222545,VN8.AX
costOfRevenue,12745475,8097527,4942937,5039667,VN8.AX
totalOtherIncomeExpenseNet,-732049,1717171,6508,-557884,VN8.AX
discontinuedOperations,,,,,VN8.AX
netIncomeFromContinuingOps,-3984788,-705964,-2791622,-14713402,VN8.AX
netIncomeApplicableToCommonShares,-3984788,-705964,-2791622,-14713402,VN8.AX
