Breakdown,Value,ticker
zip,3008,GMR.AX
sector,Basic Materials,GMR.AX
longBusinessSummary,"Golden Rim Resources Ltd engages in the exploration and development of mineral resource properties. It primarily explores for gold, silver, zinc, lead, and copper deposits. Its flagship property is the Kouri Gold project covering an area of 325 square kilometers located in Burkina Faso, West Africa. The company was formerly known as Alcaston Mining NL and changed its name to Golden Rim Resources Ltd. in 2006. Golden Rim Resources Ltd was incorporated in 1987 and is headquartered in Melbourne, Australia.",GMR.AX
city,Melbourne,GMR.AX
phone,61 3 8677 0829,GMR.AX
state,VIC,GMR.AX
compensationAsOfEpochDate,1640908800,GMR.AX
country,Australia,GMR.AX
website,https://www.goldenrim.com.au,GMR.AX
maxAge,86400,GMR.AX
address1,Collins Square Tower Five,GMR.AX
industry,Gold,GMR.AX
address2,Level 23 727 Collins Street,GMR.AX
