Breakdown,Value,ticker
zip,6000,GRE.AX
sector,Basic Materials,GRE.AX
longBusinessSummary,"GreenTech Metals Limited operates as an exploration and development company in Australia. The company discovers, develops, and acquires resource projects containing minerals and metals that are used in the battery storage and electric vehicle sectors. It holds interest in the Whundo project, the Ruth Well project, the Osborne project, the Nickol River Gold project, the Weerianna Gold project, and the Elysian project located in the West Pilbara region; the Mawson South project and the Dundas project located in Fraser Range region; and the Windimurra project located in Midwest region. The company was incorporated in 2021 and is based in Perth, Australia.",GRE.AX
city,Perth,GRE.AX
phone,61 8 9486 4036,GRE.AX
state,WA,GRE.AX
country,Australia,GRE.AX
website,https://www.greentechmetals.com,GRE.AX
maxAge,86400,GRE.AX
address1,99 St Georges Terrace,GRE.AX
industry,Other Industrial Metals & Mining,GRE.AX
address2,Level 8,GRE.AX
