Breakdown,Value,ticker
zip,6005,ASN.AX
sector,Basic Materials,ASN.AX
longBusinessSummary,"Anson Resources Limited engages in acquisition, exploration, and development of mineral resources in the United States and Western Australia. The company explores for lithium, bromine, iodine, and boron chemicals; and zinc, lead, silver, graphite, nickel-cobalt laterite, vanadium, and uranium deposits. Its flagship project is the Paradox brine project located in the Paradox Basin, Utah. The company was formerly known as Mayan Iron Corporation Limited and changed its name to Anson Resources Limited in January 2016. Anson Resources Limited was incorporated in 2009 and is based in West Perth, Australia.",ASN.AX
city,West Perth,ASN.AX
phone,61 4 7849 1355,ASN.AX
state,WA,ASN.AX
compensationAsOfEpochDate,1640908800,ASN.AX
country,Australia,ASN.AX
website,https://www.ansonresources.com,ASN.AX
maxAge,86400,ASN.AX
address1,35 Outram Street,ASN.AX
fax,61 8 6313 4133,ASN.AX
industry,Other Industrial Metals & Mining,ASN.AX
address2,Level 1,ASN.AX
