Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,3296068.0,1310881.0,511000.0,KNB.AX
totalStockholderEquity,1881219.0,2909042.0,2136000.0,KNB.AX
otherCurrentLiab,240931.0,144432.0,221000.0,KNB.AX
totalAssets,5177287.0,4219923.0,2647000.0,KNB.AX
commonStock,3505348.0,3505348.0,2485000.0,KNB.AX
otherCurrentAssets,216066.0,,,KNB.AX
retainedEarnings,-1628164.0,-596306.0,-349000.0,KNB.AX
otherLiab,2647.0,1603.0,,KNB.AX
treasuryStock,4035.0,,,KNB.AX
otherAssets,163000.0,163000.0,123000.0,KNB.AX
cash,606281.0,707635.0,7000.0,KNB.AX
totalCurrentLiabilities,1425420.0,641522.0,511000.0,KNB.AX
shortLongTermDebt,700000.0,,,KNB.AX
otherStockholderEquity,4035.0,,,KNB.AX
propertyPlantEquipment,4158908.0,3342118.0,2517000.0,KNB.AX
totalCurrentAssets,855379.0,714805.0,7000.0,KNB.AX
netTangibleAssets,1881219.0,2909042.0,2136000.0,KNB.AX
longTermDebt,1868001.0,667756.0,,KNB.AX
accountsPayable,470765.0,335026.0,290000.0,KNB.AX
