Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
changeToLiabilities,419022.0,137198.0,0.0,KNB.AX
totalCashflowsFromInvestingActivities,-1144178.0,-621069.0,-1397000.0,KNB.AX
netBorrowings,1651965.0,700000.0,33000.0,KNB.AX
totalCashFromFinancingActivities,1439911.0,1335943.0,1221000.0,KNB.AX
changeToOperatingActivities,-19030.0,-7171.0,-7171.0,KNB.AX
netIncome,-1031858.0,-247108.0,-213000.0,KNB.AX
changeInCash,-101354.0,700744.0,-214000.0,KNB.AX
totalCashFromOperatingActivities,-397087.0,-14130.0,-38000.0,KNB.AX
depreciation,74304.0,86973.0,86973.0,KNB.AX
otherCashflowsFromFinancingActivities,-212054.0,-212054.0,-212054.0,KNB.AX
changeToNetincome,160475.0,15978.0,175000.0,KNB.AX
capitalExpenditures,-1144178.0,-621069.0,-1397000.0,KNB.AX
issuanceOfStock,,635943.0,1188000.0,KNB.AX
